zona_id,lat_centro,lon_centro,total_negocios,empleados_promedio,pct_micro,num_sectores_distintos,pct_sector_informal,año_alta_promedio,pct_recientes_3a,pct_recientes_1a,nuevos_formalizados,alta_formalizacion
90_326,20.107657657657512,-88.92498860613728,1,0.0,1.0,1,0.0,2019.0,0.0,0.0,0,1
90_327,20.107657657657512,-88.92016468150064,9,0.0,1.0,4,0.0,2018.111111111111,0.3333333333333333,0.0,0,1
90_328,20.107657657657512,-88.915340756864,1,0.0,1.0,1,0.0,2024.0,1.0,0.0,0,1
91_325,20.112162162162015,-88.92981253077392,6,0.0,1.0,3,0.0,2017.3333333333333,0.3333333333333333,0.0,0,1
91_326,20.112162162162015,-88.92498860613728,20,0.0,1.0,6,0.0,2018.65,0.4,0.0,0,1
91_327,20.112162162162015,-88.92016468150064,20,0.0,1.0,6,0.0,2020.4,0.45,0.0,0,1
91_328,20.112162162162015,-88.915340756864,5,0.0,1.0,3,0.0,2015.2,0.2,0.0,0,1
92_324,20.116666666666518,-88.93463645541055,5,0.0,1.0,3,0.0,2021.0,0.6,0.0,0,1
92_325,20.116666666666518,-88.92981253077392,16,0.0,1.0,8,0.0,2019.125,0.4375,0.0,0,1
92_326,20.116666666666518,-88.92498860613728,44,0.0,1.0,9,0.0,2017.8181818181818,0.38636363636363635,0.022727272727272728,0,1
92_327,20.116666666666518,-88.92016468150064,73,0.0,1.0,9,0.0,2017.5616438356165,0.3013698630136986,0.0136986301369863,0,1
92_328,20.116666666666518,-88.915340756864,17,0.0,1.0,4,0.0,2018.9411764705883,0.5294117647058824,0.0,0,1
92_329,20.116666666666518,-88.91051683222736,8,0.0,1.0,3,0.0,2022.25,0.875,0.0,0,1
93_323,20.12117117117102,-88.9394603800472,1,0.0,1.0,1,0.0,2019.0,0.0,0.0,0,1
93_325,20.12117117117102,-88.92981253077392,19,0.0,1.0,5,0.0,2018.3684210526317,0.3157894736842105,0.0,0,1
93_326,20.12117117117102,-88.92498860613728,97,0.0,1.0,12,0.0,2016.2680412371135,0.25773195876288657,0.010309278350515464,0,1
93_327,20.12117117117102,-88.92016468150064,82,0.0,1.0,13,0.0,2017.5731707317073,0.35365853658536583,0.0,0,1
93_328,20.12117117117102,-88.915340756864,41,0.0,1.0,7,0.0,2017.3658536585365,0.36585365853658536,0.0,0,1
93_329,20.12117117117102,-88.91051683222736,9,0.0,1.0,2,0.0,2019.5555555555557,0.3333333333333333,0.0,0,1
94_323,20.125675675675524,-88.9394603800472,3,0.0,1.0,3,0.0,2017.6666666666667,0.3333333333333333,0.0,0,1
94_324,20.125675675675524,-88.93463645541055,11,0.0,1.0,5,0.0,2015.4545454545455,0.2727272727272727,0.0,0,1
94_325,20.125675675675524,-88.92981253077392,83,0.0,1.0,8,0.0,2018.698795180723,0.43373493975903615,0.0,0,1
94_326,20.125675675675524,-88.92498860613728,333,0.0,1.0,18,0.0,2016.5195195195195,0.3333333333333333,0.03303303303303303,0,1
94_327,20.125675675675524,-88.92016468150064,122,0.0,1.0,13,0.0,2016.5081967213114,0.29508196721311475,0.00819672131147541,0,1
94_328,20.125675675675524,-88.915340756864,47,0.0,1.0,6,0.0,2018.0212765957447,0.46808510638297873,0.0,0,1
94_329,20.125675675675524,-88.91051683222736,31,0.0,1.0,5,0.0,2017.6451612903227,0.3548387096774194,0.0,0,1
94_330,20.125675675675524,-88.90569290759072,2,0.0,1.0,2,0.0,2021.5,0.5,0.0,0,1
95_323,20.130180180180027,-88.9394603800472,4,0.0,1.0,3,0.0,2021.5,0.5,0.0,0,1
95_324,20.130180180180027,-88.93463645541055,9,0.0,1.0,5,0.0,2020.111111111111,0.4444444444444444,0.0,0,1
95_325,20.130180180180027,-88.92981253077392,60,0.0,1.0,9,0.0,2018.4166666666667,0.35,0.0,0,1
95_326,20.130180180180027,-88.92498860613728,110,0.0,1.0,11,0.0,2017.0181818181818,0.3090909090909091,0.00909090909090909,0,1
95_327,20.130180180180027,-88.92016468150064,97,0.0,1.0,15,0.0,2016.8453608247423,0.28865979381443296,0.0,0,1
95_328,20.130180180180027,-88.915340756864,68,0.0,1.0,7,0.0,2016.9558823529412,0.3088235294117647,0.014705882352941176,0,1
95_329,20.130180180180027,-88.91051683222736,39,0.0,1.0,6,0.0,2018.3333333333333,0.3333333333333333,0.0,0,1
95_330,20.130180180180027,-88.90569290759072,8,0.0,1.0,4,0.0,2023.375,0.875,0.0,0,1
96_324,20.13468468468453,-88.93463645541055,1,0.0,1.0,1,0.0,2024.0,1.0,0.0,0,1
96_325,20.13468468468453,-88.92981253077392,73,0.0,1.0,7,0.0,2018.3835616438357,0.3287671232876712,0.0,0,1
96_326,20.13468468468453,-88.92498860613728,93,0.0,1.0,7,0.0,2017.3333333333333,0.34408602150537637,0.0,0,1
96_327,20.13468468468453,-88.92016468150064,82,0.0,1.0,7,0.0,2017.4634146341464,0.4024390243902439,0.0,0,1
96_328,20.13468468468453,-88.915340756864,36,0.0,1.0,6,0.0,2018.611111111111,0.4166666666666667,0.0,0,1
97_326,20.139189189189032,-88.92498860613728,16,0.0,1.0,5,0.0,2016.75,0.1875,0.0,0,1
97_327,20.139189189189032,-88.92016468150064,21,0.0,1.0,5,0.0,2019.3809523809523,0.5238095238095238,0.0,0,1
