idEstado,estado,idMunicipio,municipio,ciudad,zona,cp,asentamiento,tipo
31,Yucatán,54,Muxupip,NULL,Rural,97458,"San José Grande",Pueblo
31,Yucatán,54,Muxupip,NULL,Rural,97458,"San Juan Koop",Pueblo
31,Yucatán,55,Opichén,NULL,Rural,97813,Opichen,Pueblo
31,Yucatán,55,Opichén,NULL,Rural,97814,Calcehtoc,Pueblo
31,Yucatán,55,Opichén,NULL,Rural,97814,Grutas,Ejido
31,Yucatán,55,Opichén,NULL,Rural,97814,"U.P. Huolcah",Ejido
31,Yucatán,55,Opichén,NULL,Rural,97814,"U.R. Salinas",Ejido
31,Yucatán,55,Opichén,NULL,Rural,97815,"U.A.S Alvarado",Ejido
31,Yucatán,55,Opichén,NULL,Rural,97815,"U.P. Justicia",Ejido
31,Yucatán,55,Opichén,NULL,Rural,97815,"U.P. Xmutuy",Ejido
31,Yucatán,55,Opichén,NULL,Rural,97815,Yaxkel,Ejido
31,Yucatán,56,Oxkutzcab,NULL,Rural,97880,Oxkutzcab,Pueblo
31,Yucatán,56,Oxkutzcab,NULL,Rural,97883,"Emiliano Zapata",Pueblo
31,Yucatán,56,Oxkutzcab,NULL,Rural,97883,Lol-Tún,Ejido
31,Yucatán,56,Oxkutzcab,NULL,Rural,97883,Sayil,Ejido
31,Yucatán,56,Oxkutzcab,NULL,Rural,97883,"U.A. Benito Juárez",Ejido
31,Yucatán,56,Oxkutzcab,NULL,Rural,97883,"U.F. San José",Ejido
31,Yucatán,56,Oxkutzcab,NULL,Rural,97883,Xohuayan,Pueblo
31,Yucatán,56,Oxkutzcab,NULL,Rural,97883,Yaaxhom,Pueblo
31,Yucatán,56,Oxkutzcab,NULL,Rural,97884,Sacamucuy,Pueblo
31,Yucatán,56,Oxkutzcab,NULL,Rural,97884,Xobenhaltun,Pueblo
31,Yucatán,56,Oxkutzcab,NULL,Rural,97884,Xul,Pueblo
31,Yucatán,56,Oxkutzcab,NULL,Rural,97885,Huntochac,Pueblo
31,Yucatán,56,Oxkutzcab,NULL,Rural,97886,Kihuic,Pueblo
31,Yucatán,56,Oxkutzcab,NULL,Rural,97886,Yaxhacchen,Pueblo
31,Yucatán,56,Oxkutzcab,NULL,Rural,97887,Kabah,Ejido
31,Yucatán,56,Oxkutzcab,NULL,Rural,97887,Labna,Ejido
31,Yucatán,56,Oxkutzcab,NULL,Rural,97887,"San Andres",Pueblo
31,Yucatán,56,Oxkutzcab,NULL,Rural,97887,Tabi,Pueblo
31,Yucatán,56,Oxkutzcab,NULL,Rural,97887,Xlapak,Ejido
31,Yucatán,57,Panabá,NULL,Rural,97610,Panaba,Pueblo
31,Yucatán,57,Panabá,NULL,Rural,97614,Chamizal,Pueblo
31,Yucatán,57,Panabá,NULL,Rural,97614,Loche,Pueblo
31,Yucatán,57,Panabá,NULL,Rural,97614,"San Francisco",Pueblo
31,Yucatán,57,Panabá,NULL,Rural,97614,"Santa Flor",Pueblo
31,Yucatán,57,Panabá,NULL,Rural,97615,"J.F. Kennedy",Pueblo
31,Yucatán,57,Panabá,NULL,Rural,97615,Noczal,Pueblo
31,Yucatán,57,Panabá,NULL,Rural,97615,"San Antonio",Hacienda
31,Yucatán,57,Panabá,NULL,Rural,97615,"Vista Alegre",Pueblo
31,Yucatán,57,Panabá,NULL,Rural,97615,Yalsihon,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97930,"3 Cruces",Colonia
31,Yucatán,58,Peto,NULL,Rural,97930,"Benito Juárez",Colonia
31,Yucatán,58,Peto,NULL,Rural,97930,Ciprés,Colonia
31,Yucatán,58,Peto,NULL,Rural,97930,"Felipe Carrillo Puerto",Colonia
31,Yucatán,58,Peto,NULL,Rural,97930,"Francisco I Madero",Colonia
31,Yucatán,58,Peto,NULL,Rural,97930,"Francisco Sarabia",Colonia
31,Yucatán,58,Peto,NULL,Rural,97930,"Jacinto Kanek",Colonia
31,Yucatán,58,Peto,NULL,Rural,97930,Miraflores,Colonia
31,Yucatán,58,Peto,NULL,Rural,97930,"Morelos y Fátima",Colonia
31,Yucatán,58,Peto,NULL,Rural,97930,Peto,Ranchería
31,Yucatán,58,Peto,NULL,Rural,97930,Trinidad,Colonia
31,Yucatán,58,Peto,NULL,Rural,97933,Progresito,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97933,"San Gregorio",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97933,"San Pedro",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97933,Temozon,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97933,Tixhualactun,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97933,"U.A. Bachilleres",Ejido
31,Yucatán,58,Peto,NULL,Rural,97933,Yaxcopil,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97934,Candelaria,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97934,Coplamar,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97934,Guadalupe,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97934,"San Bernabe",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97934,"San Diego",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97934,"San Nicolás Yoactún",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97934,"San Pedro",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97934,"San Tomás",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97934,"Santa Rosa",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97934,Tinuncah,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97934,Xcabanchen,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97934,"Xto Gil",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97935,Colotmul,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97935,Dzonotchel,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97935,Papacal,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97935,"San Francisco",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97935,"San Mateo",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97935,"Santa Cruz",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97935,"Santa Elena",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97936,Abal,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97936,Kambul,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97936,"La Esperanza",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97936,Petulillo,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97936,Polinkin,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97936,"San Dionisio",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97936,"San Sebastián",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97937,"Justicia Social",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97937,Macmay,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97937,"San Miguel",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97937,"San Pedro Candelaria",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97937,"San Salvador",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97937,"Santa Rosa",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97937,"Santa Ursula",Pueblo
31,Yucatán,58,Peto,NULL,Rural,97937,Tobxila,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97937,Trapiche,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97937,Uitzina,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97937,Xpechil,Pueblo
31,Yucatán,58,Peto,NULL,Rural,97937,Yaxcopil,Pueblo
31,Yucatán,59,Progreso,NULL,Rural,97320,"23 de Noviembre","Unidad habitacional"
31,Yucatán,59,Progreso,NULL,Rural,97320,"Ciénega 2000",Fraccionamiento
31,Yucatán,59,Progreso,NULL,Rural,97320,"Costa Azul",Fraccionamiento
31,Yucatán,59,Progreso,NULL,Rural,97320,"Costa Azul",Colonia
31,Yucatán,59,Progreso,NULL,Rural,97320,"F Canul Reyes",Colonia
31,Yucatán,59,Progreso,NULL,Rural,97320,Fovissste,Fraccionamiento
31,Yucatán,59,Progreso,NULL,Rural,97320,"Fovissste Brisas",Fraccionamiento
31,Yucatán,59,Progreso,NULL,Rural,97320,"Francisco I. Madero",Colonia
31,Yucatán,59,Progreso,NULL,Rural,97320,"Hector Victoria",Fraccionamiento
31,Yucatán,59,Progreso,NULL,Rural,97320,"Ismael Garcia",Colonia
31,Yucatán,59,Progreso,NULL,Rural,97320,"Juan Montalvo",Colonia
31,Yucatán,59,Progreso,NULL,Rural,97320,"La Fuente",Fraccionamiento
31,Yucatán,59,Progreso,NULL,Urbano,97320,"Las Fuentes II",Colonia
31,Yucatán,59,Progreso,NULL,Rural,97320,"Las Palmas",Fraccionamiento
31,Yucatán,59,Progreso,NULL,Rural,97320,"Nueva Yucalpeten",Colonia
31,Yucatán,59,Progreso,NULL,Rural,97320,"Progreso de Castro Centro",Colonia
31,Yucatán,59,Progreso,NULL,Rural,97320,Revolución,Colonia
31,Yucatán,59,Progreso,NULL,Urbano,97320,"Vicente Guerrero",Colonia
31,Yucatán,59,Progreso,NULL,Rural,97324,Flamboyanes,Fraccionamiento
31,Yucatán,59,Progreso,NULL,Rural,97330,"Chicxulub Puerto",Pueblo
31,Yucatán,59,Progreso,NULL,Rural,97333,Misnebalam,Pueblo
31,Yucatán,59,Progreso,NULL,Rural,97334,"San Ignacio",Pueblo
31,Yucatán,59,Progreso,NULL,Rural,97336,Chelem,Pueblo
31,Yucatán,59,Progreso,NULL,Rural,97336,"Chuburna Puerto",Pueblo
31,Yucatán,59,Progreso,NULL,Rural,97336,Yucalpeten,Pueblo
31,Yucatán,59,Progreso,NULL,Rural,97337,"Muelle y Puerto de Altura","Zona federal"
31,Yucatán,60,"Quintana Roo",NULL,Rural,97655,"Quintana Roo",Estación
31,Yucatán,61,"Río Lagartos",NULL,Rural,97720,"Rio Lagartos",Pueblo
31,Yucatán,61,"Río Lagartos",NULL,Rural,97723,"Punta Holchit",Ejido
31,Yucatán,61,"Río Lagartos",NULL,Rural,97724,Yorim,Pueblo
31,Yucatán,61,"Río Lagartos",NULL,Rural,97725,"Jesús Nazareno",Pueblo
31,Yucatán,61,"Río Lagartos",NULL,Rural,97726,"San Juan del Río",Pueblo
31,Yucatán,61,"Río Lagartos",NULL,Rural,97726,Xquinientos,Pueblo
31,Yucatán,62,Sacalum,NULL,Rural,97845,Sacalum,Pueblo
31,Yucatán,62,Sacalum,NULL,Rural,97847,"San Antonio Sodzil",Pueblo
31,Yucatán,62,Sacalum,NULL,Rural,97848,Yunku,Pueblo
31,Yucatán,63,Samahil,NULL,Rural,97810,Kuchel,Hacienda
31,Yucatán,63,Samahil,NULL,Rural,97810,Samahil,Pueblo
31,Yucatán,63,Samahil,NULL,Rural,97812,Cenketok,Pueblo
31,Yucatán,63,Samahil,NULL,Rural,97812,"San Antonio Tedzidz",Pueblo
31,Yucatán,63,Samahil,NULL,Rural,97812,"San Pedro",Pueblo
31,Yucatán,65,"San Felipe",NULL,Rural,97616,"Puerto de San Felipe",Pueblo
31,Yucatán,65,"San Felipe",NULL,Rural,97616,"San Felipe",Pueblo
31,Yucatán,65,"San Felipe",NULL,Rural,97617,"Punta Bachul",Ejido
31,Yucatán,65,"San Felipe",NULL,Rural,97617,"Punta Nichili",Ejido
31,Yucatán,65,"San Felipe",NULL,Rural,97618,"Ejido San Felipe",Ejido
31,Yucatán,64,Sanahcat,NULL,Rural,97587,Sanahcat,Pueblo
31,Yucatán,66,"Santa Elena",NULL,Rural,97890,"Santa Elena",Pueblo
31,Yucatán,66,"Santa Elena",NULL,Rural,97893,"San Agustín",Pueblo
31,Yucatán,66,"Santa Elena",NULL,Rural,97894,"U.A.F.C. Puerto",Ejido
31,Yucatán,66,"Santa Elena",NULL,Rural,97895,"San Simón",Pueblo
31,Yucatán,66,"Santa Elena",NULL,Rural,97895,Xkulak,Pueblo
31,Yucatán,66,"Santa Elena",NULL,Rural,97896,"U.A. Lázaro Cárdenas",Ejido
31,Yucatán,66,"Santa Elena",NULL,Rural,97899,"Hotel Hacienda Uxmal","Gran usuario"
31,Yucatán,67,Seyé,NULL,Rural,97570,Seyé,Estación
31,Yucatán,67,Seyé,NULL,Urbano,97570,"Vicente Guerrero",Colonia
31,Yucatán,67,Seyé,NULL,Rural,97573,Holactun,Hacienda
31,Yucatán,67,Seyé,NULL,Rural,97574,Xucu,Pueblo
31,Yucatán,67,Seyé,NULL,Rural,97575,Nohcham,Pueblo
31,Yucatán,68,Sinanché,NULL,Rural,97420,"Miguel Aleman",Colonia
31,Yucatán,68,Sinanché,NULL,Rural,97420,Sinanche,Pueblo
31,Yucatán,68,Sinanché,NULL,Rural,97424,"San Crisanto",Pueblo
31,Yucatán,69,Sotuta,NULL,Rural,97690,Sotuta,Pueblo
31,Yucatán,69,Sotuta,NULL,Rural,97694,Tibolon,Pueblo
31,Yucatán,69,Sotuta,NULL,Rural,97695,Tabi,Pueblo
31,Yucatán,69,Sotuta,NULL,Rural,97697,Zavala,Pueblo
31,Yucatán,70,Sucilá,NULL,Rural,97630,Sucila,Pueblo
31,Yucatán,70,Sucilá,NULL,Rural,97633,"U.G. Chuc Xajas",Ejido
31,Yucatán,70,Sucilá,NULL,Rural,97634,"Chan Panaba",Pueblo
31,Yucatán,70,Sucilá,NULL,Rural,97636,"A.G. San Martín",Ejido
31,Yucatán,70,Sucilá,NULL,Rural,97636,Lolkah,Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97676,Sudzal,Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97677,Brasil,Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97677,"Emiliano Zapata",Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97677,"San Antonio",Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97677,"San Felipe",Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97677,"San Juan",Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97677,"San Martín",Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97677,Tlacante,Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97677,Tzalam,Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97678,Chumbec,Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97678,Dzulutoc,Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97678,Kamcabchen,Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97678,Kopchen,Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97678,"San Isidro",Pueblo
31,Yucatán,71,Sudzal,NULL,Rural,97678,"San José",Pueblo
31,Yucatán,72,Suma,NULL,Rural,97527,"San Nicolás",Pueblo
31,Yucatán,72,Suma,NULL,Rural,97527,Suma,Pueblo
31,Yucatán,73,Tahdziú,NULL,Rural,97945,Tahdziu,Pueblo
31,Yucatán,73,Tahdziú,NULL,Rural,97946,"San Fernando",Pueblo
31,Yucatán,73,Tahdziú,NULL,Rural,97947,Cisteka,Pueblo
31,Yucatán,73,Tahdziú,NULL,Rural,97947,Kantirix,Pueblo
31,Yucatán,73,Tahdziú,NULL,Rural,97947,Sisbic,Pueblo
31,Yucatán,73,Tahdziú,NULL,Rural,97947,Timul,Pueblo
31,Yucatán,73,Tahdziú,NULL,Rural,97948,Mocté,Pueblo
31,Yucatán,73,Tahdziú,NULL,Rural,97948,"San Ignacio",Pueblo
31,Yucatán,74,Tahmek,NULL,Rural,97490,Tahmek,Pueblo
31,Yucatán,75,Teabo,NULL,Rural,97910,Teabo,Pueblo
31,Yucatán,76,Tecoh,NULL,Rural,97820,Tecoh,Estación
31,Yucatán,76,Tecoh,NULL,Rural,97822,Itzincab,Pueblo
31,Yucatán,76,Tecoh,NULL,Rural,97822,Lepan,Hacienda
31,Yucatán,76,Tecoh,NULL,Rural,97822,Oxtapacab,Pueblo
31,Yucatán,76,Tecoh,NULL,Rural,97822,"Sotuta de Peón",Pueblo
31,Yucatán,76,Tecoh,NULL,Rural,97823,Chinkilá,Pueblo
31,Yucatán,76,Tecoh,NULL,Rural,97823,Pixyah,Pueblo
31,Yucatán,76,Tecoh,NULL,Rural,97823,Sabacchen,Pueblo
31,Yucatán,76,Tecoh,NULL,Rural,97824,Mahzucil,Pueblo
31,Yucatán,76,Tecoh,NULL,Rural,97824,Mayapan,Pueblo
31,Yucatán,76,Tecoh,NULL,Rural,97824,Telchaquillo,Pueblo
31,Yucatán,76,Tecoh,NULL,Rural,97824,Xcanchakan,Hacienda
31,Yucatán,77,"Tekal de Venegas",NULL,Rural,97535,"Tekal de Venegas",Pueblo
31,Yucatán,77,"Tekal de Venegas",NULL,Rural,97536,"El Ancla",Ejido
31,Yucatán,77,"Tekal de Venegas",NULL,Rural,97536,"San Felipe",Pueblo
31,Yucatán,77,"Tekal de Venegas",NULL,Rural,97536,Tohoku,Pueblo
31,Yucatán,78,Tekantó,NULL,Rural,97520,Tekanto,Pueblo
31,Yucatán,78,Tekantó,NULL,Rural,97522,Sanlatah,Pueblo
31,Yucatán,78,Tekantó,NULL,Rural,97522,Tixkocho,Pueblo
31,Yucatán,78,Tekantó,NULL,Rural,97523,"San Francisco Dzan",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97970,"Benito Juárez",Colonia
31,Yucatán,79,Tekax,NULL,Rural,97970,Chobenche,Colonia
31,Yucatán,79,Tekax,NULL,Rural,97970,Chunchucun,Colonia
31,Yucatán,79,Tekax,NULL,Rural,97970,Cifres,Colonia
31,Yucatán,79,Tekax,NULL,Rural,97970,Ermita,Colonia
31,Yucatán,79,Tekax,NULL,Rural,97970,Esperanza,Colonia
31,Yucatán,79,Tekax,NULL,Rural,97970,Fovissste,"Unidad habitacional"
31,Yucatán,79,Tekax,NULL,Rural,97970,"Francisco I Madero",Colonia
31,Yucatán,79,Tekax,NULL,Urbano,97970,"Los Cedros",Fraccionamiento
31,Yucatán,79,Tekax,NULL,Rural,97970,"Modulo Social 1",Fraccionamiento
31,Yucatán,79,Tekax,NULL,Rural,97970,"Padre Eterno",Colonia
31,Yucatán,79,Tekax,NULL,Rural,97970,"Sam Jacinto",Colonia
31,Yucatán,79,Tekax,NULL,Rural,97970,"San Ignacio",Colonia
31,Yucatán,79,Tekax,NULL,Rural,97970,"Tekax de Álvaro Obregón",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97970,Yocchenkax,Colonia
31,Yucatán,79,Tekax,NULL,Rural,97973,Kinil,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97973,Penkuyut,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97973,Tixcuytun,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97973,Xaya,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97974,Ticum,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97974,"U.A. Cepeda Peraza",Ejido
31,Yucatán,79,Tekax,NULL,Rural,97975,Kantemo,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97975,"San Marcos",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97976,Nohcacab,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97977,Canek,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97977,Chacmultun,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97977,Kancab,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97980,"Benito Juárez",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97980,Dzinup,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97980,"San Agustín (Salvador Alvarado)",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97980,"San Martín Hili",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97980,"San Pedro Zula",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97983,"Chan Dzinup",Ranchería
31,Yucatán,79,Tekax,NULL,Rural,97983,"Mac-Yan (San Isidro Mac-Yan)",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97983,Pocoboh,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97983,"Popola Nuevo",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97983,"San Isidro Yaxche",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97983,"San Salvador",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97983,"Santa Cruz Cutza",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97984,Becanchen,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97984,"San Diego Buenavista",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97984,"San Gaspar",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97984,"San Pedro",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97985,Nohalal,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97986,Xquiritz,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97987,Mesatunich,Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97987,"San Felipe",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97987,"San Juan Tekax",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97987,"San Pedro Xtokil",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97987,"San Rufino",Pueblo
31,Yucatán,79,Tekax,NULL,Rural,97989,"Sudzal Chico",Ranchería
31,Yucatán,80,Tekit,NULL,Rural,97680,Tekit,Pueblo
31,Yucatán,80,Tekit,NULL,Rural,97683,Cenotes,Ejido
31,Yucatán,80,Tekit,NULL,Rural,97684,Henequenales,Ejido
31,Yucatán,80,Tekit,NULL,Rural,97684,Susula,Pueblo
31,Yucatán,80,Tekit,NULL,Rural,97686,Yaxic,Pueblo
31,Yucatán,80,Tekit,NULL,Rural,97687,Cenotes,Ejido
31,Yucatán,81,Tekom,NULL,Rural,97768,"San Antonio",Pueblo
31,Yucatán,81,Tekom,NULL,Rural,97768,"San Fernando",Pueblo
31,Yucatán,81,Tekom,NULL,Rural,97768,Sisilche,Pueblo
31,Yucatán,81,Tekom,NULL,Rural,97768,Suytun,Pueblo
31,Yucatán,81,Tekom,NULL,Rural,97768,Tekom,Pueblo
31,Yucatán,81,Tekom,NULL,Rural,97769,Chebalam,Pueblo
31,Yucatán,81,Tekom,NULL,Rural,97769,Chibilub,Pueblo
31,Yucatán,81,Tekom,NULL,Rural,97769,Chindzonot,Pueblo
31,Yucatán,81,Tekom,NULL,Rural,97769,Muchucuxcah,Pueblo
31,Yucatán,81,Tekom,NULL,Rural,97769,Pocbichen,Pueblo
31,Yucatán,81,Tekom,NULL,Rural,97769,Sisbic,Pueblo
31,Yucatán,81,Tekom,NULL,Rural,97769,Xamlah,Pueblo
31,Yucatán,81,Tekom,NULL,Rural,97769,Xuxcab,Pueblo
31,Yucatán,82,"Telchac Pueblo",NULL,Urbano,97400,"Centro Telchac Pueblo",Colonia
31,Yucatán,82,"Telchac Pueblo",NULL,Rural,97403,"San Eduardo",Pueblo
31,Yucatán,83,"Telchac Puerto",NULL,Rural,97407,"Complejo Turistico Nuevo Yucatán",Pueblo
31,Yucatán,83,"Telchac Puerto",NULL,Rural,97407,"Telchac Puerto",Pueblo
31,Yucatán,83,"Telchac Puerto",NULL,Rural,97407,Xtampu,Pueblo
31,Yucatán,83,"Telchac Puerto",NULL,Rural,97408,Xcambo,Pueblo
31,Yucatán,84,Temax,NULL,Rural,97510,"Rastro Nuevo",Colonia
31,Yucatán,84,Temax,NULL,Rural,97510,Temax,Pueblo
31,Yucatán,84,Temax,NULL,Rural,97513,"San Antonio Camara",Pueblo
31,Yucatán,84,Temax,NULL,Rural,97515,"Chenche de Las Torres",Pueblo
31,Yucatán,84,Temax,NULL,Rural,97515,Chucmichén,Rancho
31,Yucatán,84,Temax,NULL,Rural,97516,"Santa Ursula",Pueblo
31,Yucatán,85,Temozón,NULL,Rural,97740,Temozon,Pueblo
31,Yucatán,85,Temozón,NULL,Rural,97743,Actuncah,Pueblo
31,Yucatán,85,Temozón,NULL,Rural,97743,Ekbalam,Pueblo
31,Yucatán,85,Temozón,NULL,Rural,97743,Kante,Pueblo
31,Yucatán,85,Temozón,NULL,Rural,97743,"Santa Rita",Ranchería
31,Yucatán,85,Temozón,NULL,Rural,97743,Xeb,Pueblo
31,Yucatán,85,Temozón,NULL,Rural,97743,Xuch,Pueblo
31,Yucatán,85,Temozón,NULL,Rural,97744,Dzalbay,Pueblo
31,Yucatán,85,Temozón,NULL,Rural,97744,Hunucu,Pueblo
31,Yucatán,85,Temozón,NULL,Rural,97744,Nabalan,Ranchería
31,Yucatán,85,Temozón,NULL,Rural,97744,Xcanchechen,Pueblo
31,Yucatán,85,Temozón,NULL,Rural,97744,Xtut,Pueblo
31,Yucatán,85,Temozón,NULL,Rural,97744,"Yokdzonot Presentado",Pueblo
31,Yucatán,86,Tepakán,NULL,Rural,97530,Tepakan,Pueblo
31,Yucatán,86,Tepakán,NULL,Rural,97532,Kantirix,"Poblado comunal"
31,Yucatán,87,Tetiz,NULL,Rural,97364,Tetiz,Pueblo
31,Yucatán,87,Tetiz,NULL,Rural,97365,Nohuayun,Pueblo
31,Yucatán,88,Teya,NULL,Rural,97524,Teya,Pueblo
31,Yucatán,89,Ticul,Ticul,Urbano,97860,"Ticul Centro",Colonia
31,Yucatán,89,Ticul,Ticul,Urbano,97862,Campestre,Fraccionamiento
31,Yucatán,89,Ticul,Ticul,Urbano,97862,"De los Electricistas",Fraccionamiento
31,Yucatán,89,Ticul,Ticul,Urbano,97862,"Deportivo Campestre",Fraccionamiento
31,Yucatán,89,Ticul,Ticul,Urbano,97862,Guadalupe,Colonia
31,Yucatán,89,Ticul,Ticul,Urbano,97862,Mejorada,Colonia
31,Yucatán,89,Ticul,Ticul,Urbano,97862,Obrera,Colonia
31,Yucatán,89,Ticul,Ticul,Urbano,97863,"San Juan",Colonia
31,Yucatán,89,Ticul,Ticul,Urbano,97864,"Las Tinajas",Fraccionamiento
31,Yucatán,89,Ticul,Ticul,Urbano,97864,"San Benito",Colonia
31,Yucatán,89,Ticul,Ticul,Urbano,97864,"San Enrique",Colonia
31,Yucatán,89,Ticul,Ticul,Urbano,97864,"San Joaquín",Colonia
31,Yucatán,89,Ticul,Ticul,Urbano,97864,"San Román",Colonia
31,Yucatán,89,Ticul,Ticul,Urbano,97864,"Santa Maria",Colonia
31,Yucatán,89,Ticul,Ticul,Urbano,97864,Santiago,Colonia
31,Yucatán,89,Ticul,NULL,Rural,97867,"San Isidro",Pueblo
31,Yucatán,89,Ticul,NULL,Rural,97867,"Unidad Valle",Pueblo
31,Yucatán,89,Ticul,NULL,Rural,97870,Pustunich,Pueblo
31,Yucatán,89,Ticul,NULL,Rural,97873,Yotholin,Pueblo
31,Yucatán,90,Timucuy,NULL,Rural,97377,"Tekik de Regil",Hacienda
31,Yucatán,90,Timucuy,NULL,Rural,97377,Timucuy,Pueblo
31,Yucatán,90,Timucuy,NULL,Rural,97378,Subincancab,Hacienda
31,Yucatán,91,Tinum,NULL,Rural,97750,Tinum,Pueblo
31,Yucatán,91,Tinum,NULL,Rural,97751,Piste,Pueblo
31,Yucatán,91,Tinum,NULL,Rural,97753,Poom,Pueblo
31,Yucatán,91,Tinum,NULL,Rural,97753,"Santa Rosa",Pueblo
31,Yucatán,91,Tinum,NULL,Rural,97754,Balantun,Pueblo
31,Yucatán,91,Tinum,NULL,Rural,97754,Chumacab,Pueblo
31,Yucatán,91,Tinum,NULL,Rural,97754,Mupila,Pueblo
31,Yucatán,91,Tinum,NULL,Rural,97755,"San Francisco",Ranchería
31,Yucatán,91,Tinum,NULL,Rural,97755,Tohopku,Ranchería
31,Yucatán,91,Tinum,NULL,Rural,97756,"San Felipe",Pueblo
